gene_id	switch_sig	de_deseq2_nooffset	de_deseq2_lenoffset	de_edger_nooffset	de_edger_lenoffset	efflen_ratio_max_min
ENSG00000218416.4	False	True	True	True	True	2.1595289079229123
ENSG00000219665.8	True	True	True	True	True	2.6013754226551375
ENSG00000221819.5	False	True	True	True	True	1.0023041474654377
ENSG00000186235.10	False	True	True	True	True	3.157190635451505
ENSG00000222020.2	True	True	True	True	True	1.1848958333333333
ENSG00000231742.5	False	True	True	True	True	1.3618290258449304
ENSG00000224429.7	False	True	True	True	True	1.4457831325301205
ENSG00000234494.7	False	True	True	True	True	1.5437133681355197
ENSG00000232442.1	True	True	True	True	True	1.158351409978308
ENSG00000230387.2	False	True	True	True	True	3.307475317348378
ENSG00000226950.6	True	True	True	True	True	1.017300103851001
ENSG00000223745.7	True	True	True	True	True	4.087360243563981
ENSG00000225331.1	False	True	True	True	True	1.289985052316891
ENSG00000229956.10	True	True	True	True	True	2.8245125348189415
ENSG00000231170.5	True	True	True	True	True	2.511400651465798
ENSG00000226644.5	False	True	True	True	True	1.2915662650602409
ENSG00000130600.17	True	True	True	True	True	3.207880434782609
ENSG00000234741.7	True	True	True	True	True	1.4030156213930198
ENSG00000229891.1	False	True	True	True	True	2.4042105263157896
ENSG00000228274.3	False	True	True	True	True	1.7953929539295392
ENSG00000229847.8	False	True	True	True	True	13.798076926271952
ENSG00000179406.7	False	True	True	True	True	2.011765964274254
ENSG00000204261.8	False	True	True	True	True	1.254662485558673
ENSG00000237491.8	False	True	True	True	True	4.491606714628297
ENSG00000225194.2	False	True	True	True	True	3.0602836879432624
ENSG00000204054.13	True	True	True	True	True	6.526853057373625
ENSG00000224424.7	False	True	True	True	True	1.9772466539196942
ENSG00000231609.5	False	True	True	True	True	2.0655574043261233
ENSG00000230091.6	False	True	True	True	True	1.6434965771458663
ENSG00000226308.1	False	True	True	True	True	1.6445698166431595
ENSG00000223949.6	False	True	True	True	True	1.1634334307733192
ENSG00000237950.1	False	True	True	True	True	1.0164609053497942
ENSG00000232931.5	False	True	True	True	True	1.5647254575707155
ENSG00000174403.15	False	True	True	True	True	1.3730524079320112
ENSG00000179935.9	False	True	True	True	True	4.494550408719346
ENSG00000233895.1	False	True	True	True	True	1.9287749287749287
ENSG00000234546.3	False	True	True	True	True	1.1702970297029704
ENSG00000234899.9	True	True	True	True	True	4.209919210069829
ENSG00000223969.5	True	True	True	True	True	1.1101973684210527
ENSG00000231074.8	True	True	True	True	True	1.5656401486417717
ENSG00000235092.5	True	True	True	True	True	1.3826623141095393
ENSG00000232677.6	True	True	True	True	True	2.119883625847106
ENSG00000234072.1	False	True	True	True	True	2.2978723404255317
ENSG00000225342.2	False	True	True	True	True	1.5175257731958762
ENSG00000225518.2	False	True	True	True	True	1.4066193853427895
ENSG00000228878.7	False	True	True	True	True	7.175141242937853
ENSG00000241769.7	False	True	True	True	True	3.344495903099394
ENSG00000237232.7	False	True	True	True	True	1.2693333333333334
ENSG00000230185.4	False	True	True	True	False	1.5383244206773619
ENSG00000237737.5	False	True	True	True	True	3.672945205479452
ENSG00000225889.7	False	True	True	True	True	2.749542961608775
ENSG00000231871.5	False	True	True	True	True	1.8358862144420132
ENSG00000225265.1	True	True	True	True	True	1.7655759748991484
ENSG00000235703.5	True	True	True	True	True	12.02112676056338
ENSG00000234327.7	True	True	True	True	True	1.5864978902953586
ENSG00000233639.5	True	True	True	True	True	1.2100494233937398
ENSG00000234690.6	False	True	True	True	True	2.2933333333333334
ENSG00000224032.6	True	True	True	True	True	1.1019441363504916
ENSG00000226419.7	True	True	True	True	True	4.028367706815916
ENSG00000242628.5	False	True	True	True	True	1.8620689655172413
ENSG00000236423.5	False	True	True	True	True	4.8249211356466875
ENSG00000224597.9	True	True	True	True	True	2.6048259337140274
ENSG00000237883.1	False	True	True	True	True	1.138976626658244
ENSG00000227028.6	True	True	True	True	True	3.9020408163265308
ENSG00000237413.5	False	True	True	True	True	1.7034188034188034
ENSG00000231365.5	False	True	True	True	True	3.8428015564202336
ENSG00000235770.5	False	True	True	True	True	2.7575040478266284
ENSG00000231013.1	False	True	True	True	True	1.6023809523809525
ENSG00000228798.1	False	True	True	True	True	1.0934393638170974
ENSG00000225206.8	False	True	True	True	True	1.5876945981810529
ENSG00000229043.2	False	True	True	True	True	2.078635014836795
ENSG00000196756.11	True	True	True	True	True	1.3696701235517676
ENSG00000238276.5	False	True	True	True	True	1.1540841584158417
ENSG00000224272.2	False	True	True	True	True	1.0144568360181743
ENSG00000232973.11	False	True	True	True	True	4.91649411181654
ENSG00000236830.6	False	True	True	True	True	8.210061782877316
ENSG00000236859.6	True	True	True	True	True	1.0582318075507156
ENSG00000233237.6	True	True	True	True	True	6.558758314855876
ENSG00000233008.5	True	True	True	True	True	8.31675392670157
ENSG00000224660.1	False	True	True	True	True	2.431606519208382
ENSG00000242125.3	True	True	True	True	True	1.343127273292359
ENSG00000225554.1	False	True	True	True	True	1.0305182476013577
ENSG00000226688.6	True	True	True	True	True	6.304042179261863
ENSG00000229656.6	False	True	True	True	True	1.0067243035542748
ENSG00000224078.13	True	True	True	True	True	3.713622603993947
ENSG00000226674.8	False	True	True	True	True	10.254424778761061
ENSG00000225470.7	True	True	True	True	True	2.870259749664354
ENSG00000233016.6	True	True	True	True	True	1.8038890133989254
ENSG00000231185.6	False	True	True	True	True	1.3544690427692019
ENSG00000228109.1	True	True	True	True	True	2.0809628008752736
ENSG00000234753.5	True	True	True	True	True	1.435346979530704
ENSG00000213742.6	True	True	True	True	True	7.178461538461539
ENSG00000236780.5	True	True	True	True	True	3.677758318739054
ENSG00000235597.1	False	True	True	True	True	2.5630936227951153
ENSG00000237654.5	False	True	True	True	True	8.956611570247935
ENSG00000225746.9	True	True	True	True	True	8.558086560364465
ENSG00000281404.1	False	True	True	True	True	1.5137420718816068
ENSG00000242086.8	True	True	True	True	True	2.5030109746458558
ENSG00000215424.9	False	True	True	True	True	4.066083916083916
ENSG00000225377.5	True	True	True	True	True	1.0145454545613757
ENSG00000177640.15	True	True	True	True	True	1.803474584061035
ENSG00000227543.4	False	True	True	True	True	2.460390355912744
ENSG00000229694.6	True	True	True	True	True	1.591887417218543
ENSG00000223749.9	False	True	True	True	True	1.4039408866995076
ENSG00000234456.7	True	True	True	True	True	6.101926161396172
ENSG00000228192.7	False	True	True	True	True	1.203307392996109
ENSG00000236283.4	False	True	True	True	True	7.4052132701421804
ENSG00000226312.7	False	True	True	True	True	2.0137758296806516
ENSG00000227070.1	False	True	True	True	True	1.419607843137255
ENSG00000235903.7	True	True	True	True	True	5.695575221238938
ENSG00000233223.2	True	True	True	True	True	1.8446993663621307
ENSG00000227218.7	False	True	True	True	True	1.654191616766467
ENSG00000230212.6	False	True	True	True	True	1.7695652812777027
ENSG00000237484.5	False	True	True	True	True	1.7095825984714874
ENSG00000231057.3	False	True	True	True	True	4.01304347826087
ENSG00000223960.6	False	True	True	True	True	2.2388844621513946
ENSG00000237773.5	True	True	True	True	True	1.4532689754213513
ENSG00000228794.8	False	True	True	True	True	5.888825214899714
ENSG00000232613.6	False	True	True	True	True	2.0565656565656565
ENSG00000237870.6	False	True	True	True	True	1.5015337423312884
ENSG00000236540.7	True	True	True	True	True	1.6358267716535433
ENSG00000237126.8	False	True	True	True	True	1.4983370340097633
ENSG00000223884.5	True	True	True	True	True	1.0471698113207548
ENSG00000234678.1	False	True	True	True	True	1.576
ENSG00000231999.6	True	True	True	True	True	1.8428246013667424
ENSG00000225383.7	True	True	True	True	True	1.5956949481176572
ENSG00000228649.8	False	True	True	True	True	1.9268292682926829
ENSG00000232520.1	False	True	True	True	True	3.4405458089668617
ENSG00000225670.4	False	True	True	True	True	1.8262130384699904
ENSG00000224897.6	False	True	True	True	True	5.715289982425308
ENSG00000226891.7	False	True	True	True	True	5.757700205338809
ENSG00000224116.6	False	True	True	True	True	1.6173304628632938
ENSG00000225742.5	False	True	True	True	True	1.3808801213960546
ENSG00000230417.11	True	True	True	True	True	4.903460837887067
ENSG00000226696.5	True	True	True	True	True	1.4965635738831615
ENSG00000225205.5	False	True	True	True	True	1.7960915402417075
ENSG00000227456.7	False	True	True	True	True	3.2747252747252746
ENSG00000225953.2	True	True	True	True	True	5.761160714285714
ENSG00000241990.5	True	True	True	True	True	1.1824275239955755
ENSG00000237940.3	False	True	True	True	True	5.046511627906977
ENSG00000236753.5	False	True	True	True	True	2.334857142857143
ENSG00000233461.5	True	True	True	True	True	1.075890791300324
ENSG00000229980.4	True	True	True	True	True	1.7270693512304252
ENSG00000229807.10	True	False	False	True	True	5.648972414551049
ENSG00000234281.5	True	True	True	True	True	1.815126050420168
ENSG00000223546.6	False	True	True	True	True	2.1097025180775613
ENSG00000226051.6	True	True	True	True	True	3.387978142076503
ENSG00000231407.5	True	True	True	True	True	3.5123160548189483
ENSG00000242282.6	True	True	True	True	True	1.58273380678747
ENSG00000227533.5	False	True	True	True	True	2.73576512455516
ENSG00000224924.6	False	True	True	True	True	1.1279975996692893
ENSG00000218510.6	True	True	True	True	True	1.207494118512236
ENSG00000235314.1	False	True	True	True	True	1.3237924865831843
ENSG00000236404.8	True	True	True	True	True	4.245308310991957
ENSG00000238164.6	False	True	True	True	True	2.9610176446450556
ENSG00000238142.1	True	True	True	True	True	1.1199246482959395
ENSG00000234722.3	False	True	True	True	True	1.938438808175326
ENSG00000225472.1	False	True	True	True	True	1.2156368221941993
ENSG00000231721.6	True	True	True	True	True	3.443025540275049
ENSG00000226853.2	False	True	True	True	True	1.2324003392705682
ENSG00000233864.7	True	True	True	True	True	5.99092970521542
ENSG00000244625.5	False	True	True	True	True	1.5787821720025108
ENSG00000228288.6	False	True	True	True	True	1.3575317604355717
ENSG00000233937.6	False	True	True	True	True	1.9289878113407524
ENSG00000237037.9	True	True	True	True	True	3.1700546252350676
ENSG00000235954.6	True	True	True	True	True	4.851028806584362
ENSG00000224177.6	False	True	True	True	True	3.3333333333333335
ENSG00000212978.6	False	True	True	True	True	2.2744217381540532
ENSG00000233230.1	False	True	True	True	True	1.300727032385988
ENSG00000225733.5	True	True	True	True	True	1.894673728390127
ENSG00000231920.1	True	True	True	True	True	1.4307359307359306
ENSG00000224958.5	True	True	True	True	True	1.0457038391224862
ENSG00000237298.9	True	True	True	True	True	6.34938738258794
ENSG00000173811.10	False	True	True	True	True	1.574337303111794
ENSG00000233392.5	False	True	True	True	True	1.8629164391043145
ENSG00000230798.5	True	True	True	True	True	2.002127659574468
ENSG00000233521.5	False	True	True	True	True	1.1539855072463767
ENSG00000272734.1	False	True	True	True	True	1.3666666666666667
ENSG00000226471.6	True	True	True	True	True	1.2965409046554128
ENSG00000233117.2	True	True	True	True	True	17.355371900826448
ENSG00000235535.7	True	True	True	True	True	5.300177619893428
ENSG00000226380.9	False	True	True	True	True	2.4929358392741414
ENSG00000238005.2	True	True	True	True	True	2.804416403785489
ENSG00000237928.5	True	True	False	True	True	1.9645608628659477
ENSG00000226266.6	False	True	True	True	True	6.494845360824742
ENSG00000270087.5	False	True	True	True	True	1.1383219954648527
ENSG00000224870.6	True	True	True	True	True	1.1142275633674936
ENSG00000236013.5	False	True	True	True	True	1.1766917293233083
ENSG00000232310.6	True	True	True	True	True	1.2700522069292832
ENSG00000223387.6	False	True	True	True	True	2.3485254691689006
ENSG00000230590.8	True	True	True	True	True	2.256359116705413
ENSG00000228203.6	False	True	True	True	True	4.7799352750809065
ENSG00000225683.5	False	True	True	True	True	3.1146384479717812
ENSG00000225083.1	False	True	True	True	True	1.864516129032258
ENSG00000238217.5	False	True	True	True	True	4.083928571428571
ENSG00000227953.6	True	True	True	True	True	4.7101449275362315
ENSG00000236502.1	False	True	True	True	True	1.204853675945753
ENSG00000225465.8	False	True	True	True	True	10.356140350877194
ENSG00000224023.10	True	True	True	True	True	2.438564699095703
ENSG00000226822.2	False	True	True	True	True	3.3228882833787465
ENSG00000231770.5	False	True	True	True	True	1.0618137502133322
ENSG00000228265.5	True	True	True	True	True	1.0819672131147542
ENSG00000237819.5	False	True	True	True	True	1.0917487684729064
ENSG00000225484.6	True	True	True	True	True	4.580898181660257
ENSG00000236017.8	False	True	True	True	True	1.518987341772152
ENSG00000231890.7	False	True	True	True	False	4.565916398713826
ENSG00000226026.5	False	True	True	True	True	1.6483664533512967
ENSG00000239665.8	True	True	True	True	True	5.353233830845771
ENSG00000226791.6	False	True	True	True	True	1.5116772823779194
ENSG00000250303.3	True	True	True	True	True	1.5716343314452528
ENSG00000234380.1	False	True	True	True	True	3.4315514993481093
ENSG00000244558.5	True	True	True	True	True	1.8058659217877095
ENSG00000229017.6	False	True	True	True	True	1.5077019805092737
ENSG00000230910.2	False	True	True	True	True	4.428838951310861
ENSG00000227373.5	True	True	True	True	True	1.5357142857142858
ENSG00000226091.7	True	True	True	True	True	6.651315789473684
ENSG00000259974.2	False	True	True	True	True	1.7213947783423866
ENSG00000224843.6	True	True	True	True	True	11.844106463878326
ENSG00000227110.6	False	True	True	True	True	4.2958015267175576
ENSG00000229267.2	False	True	True	True	True	1.61711139347734
ENSG00000236671.7	True	True	True	True	True	1.2539503386004516
ENSG00000235033.7	False	True	True	True	True	8.660550458715596
ENSG00000236255.1	True	True	True	True	True	3.1921487603305785
ENSG00000228106.5	True	True	True	True	True	1.6761904761904762
ENSG00000232656.7	False	True	True	True	True	2.4229885057471265
ENSG00000226434.1	False	True	True	True	True	1.0329411764705883
ENSG00000233483.2	True	True	True	True	True	1.2996183290201329
ENSG00000227946.1	False	True	True	True	True	1.2188006482982172
ENSG00000228857.2	False	True	True	True	True	1.4820512820512821
ENSG00000226007.2	True	True	True	True	True	8.735408560311283
ENSG00000231889.7	True	True	True	True	True	3.8038194444444446
ENSG00000214870.8	False	True	True	True	True	1.8286290322580645
ENSG00000229388.1	False	True	True	True	True	1.1025641025641026
ENSG00000231683.6	False	True	True	True	True	1.7116483928404087
ENSG00000224957.5	False	True	True	True	True	1.741508601676224
ENSG00000223797.5	True	True	True	True	True	1.8791824247258775
ENSG00000273018.5	True	True	True	True	True	6.10180412371134
ENSG00000230102.7	False	True	True	True	True	6.157043879907621
ENSG00000245556.2	False	True	True	True	True	1.5
ENSG00000224397.5	True	True	True	True	True	2.517219787100814
ENSG00000238057.8	False	True	True	True	True	3.032110091743119
ENSG00000230333.6	False	True	True	True	True	3.7631292809214356
ENSG00000227906.7	False	True	True	True	True	8.714673913043478
ENSG00000231768.1	False	True	True	True	True	3.5527950310559007
ENSG00000228340.5	False	True	True	True	True	3.990234375
ENSG00000236673.5	False	True	True	True	True	3.8352745424292847
ENSG00000229852.2	True	True	True	True	True	3.1043397968605726
ENSG00000231028.8	False	True	True	True	True	3.9798488664987404
ENSG00000231711.2	False	True	True	True	True	1.7241189514846058
ENSG00000229153.5	True	True	True	True	True	10.367768595041323
ENSG00000228302.2	False	True	True	True	True	2.1824401368301025
ENSG00000230844.2	False	True	True	True	True	1.5112727272727273
ENSG00000240240.8	False	True	True	True	True	1.709155613070204
ENSG00000224165.5	True	True	True	True	True	11.082507739938084
ENSG00000283913.1	False	True	True	True	True	3.0576323987538943
ENSG00000228624.7	True	True	True	True	True	3.5492957746478875
ENSG00000224167.1	False	True	True	True	True	1.1979591836734693
ENSG00000237686.6	False	True	True	True	True	1.601147827801278
ENSG00000236922.9	False	True	True	True	True	2.106641123882503
ENSG00000214783.9	False	True	True	True	True	1.7381720430107528
ENSG00000232940.5	False	True	True	True	True	1.1740139211136893
ENSG00000234810.2	True	True	True	True	True	4.7167402003753685
ENSG00000230442.5	False	True	True	True	True	1.4585365853658536
ENSG00000228315.11	True	True	True	True	True	5.482758620689655
ENSG00000233723.7	False	True	True	True	True	5.807050092764379
ENSG00000249790.2	False	True	True	True	True	2.4375772558714464
ENSG00000236120.6	False	True	True	True	True	1.3694267515923566
ENSG00000221817.9	False	True	True	True	True	4.0704721634954195
ENSG00000232104.3	False	True	True	True	True	2.193548387096774
ENSG00000233901.5	True	True	True	True	True	1.3504276018873667
ENSG00000153363.12	True	True	True	True	True	1.7124726851661027
ENSG00000229931.1	False	True	True	True	False	1.2932790224032586
ENSG00000236088.9	True	True	True	True	True	3.875968992248062
ENSG00000231252.2	False	True	True	True	True	1.1650099403578529
ENSG00000233098.8	False	True	True	True	True	6.703237410071942
ENSG00000234452.5	False	True	True	True	True	1.0826727066817667
ENSG00000225439.2	True	True	True	True	True	1.3415964303420922
ENSG00000237036.4	False	True	True	True	True	7.821875
ENSG00000228801.5	False	True	True	True	True	1.929078014184397
ENSG00000232079.6	False	True	True	True	True	3.15
ENSG00000224259.6	True	True	True	True	True	1.3102725366876309
ENSG00000256546.1	False	True	True	True	True	1.1492921492921493
ENSG00000233766.7	False	True	True	True	True	2.304
ENSG00000233930.3	False	True	True	True	True	2.1280927027873475
ENSG00000237054.9	False	True	True	True	True	1.5962125839951131
ENSG00000237352.3	True	True	True	True	True	3.6258076102483763
ENSG00000234177.5	False	True	True	True	True	1.152462121212121
ENSG00000238113.6	True	True	True	True	True	9.162420382165605
ENSG00000232934.7	False	True	True	True	True	1.356624324445904
ENSG00000233922.2	False	True	True	True	True	8.186358099878197
ENSG00000237457.6	True	True	True	True	True	1.0541082164328657
ENSG00000185904.11	False	True	True	True	True	1.000221975582686
ENSG00000225975.6	False	True	True	True	True	1.481818181818182
ENSG00000233429.9	False	True	True	True	True	1.4304102976669348
ENSG00000230269.6	False	True	True	True	True	1.0245064669843431
ENSG00000225062.1	True	True	True	True	True	1.0510416666666667
ENSG00000205664.10	False	True	True	True	True	1.81496062992126
ENSG00000237356.5	False	True	True	True	True	1.3101851851851851
ENSG00000231107.1	False	True	True	True	True	1.1459276018099547
ENSG00000240291.1	True	True	True	True	True	1.5670731707317074
ENSG00000235016.1	False	True	True	True	True	1.6596385542168675
ENSG00000234323.6	True	True	True	True	True	3.1223337515683816
ENSG00000239636.1	False	True	True	True	True	1.5013215859030837
ENSG00000237149.5	False	True	True	True	True	1.7942435424354242
ENSG00000225032.5	False	True	True	True	True	1.595496894409938
ENSG00000228889.6	False	True	True	True	True	1.0831804281345565
ENSG00000223653.5	False	True	True	True	True	4.202586206896552
ENSG00000231427.5	False	True	True	True	True	1.1958762886597938
ENSG00000235527.6	True	True	True	True	True	3.1058571919350073
ENSG00000236333.3	False	True	True	True	True	1.6063125742406246
ENSG00000272780.5	False	True	True	True	True	1.2055507372072853
ENSG00000233554.5	False	True	True	True	True	1.2479644707623982
ENSG00000226328.6	True	True	True	True	True	1.8415138971023064
ENSG00000230454.1	False	True	True	True	True	6.104651162790698
ENSG00000239467.5	False	True	True	True	True	1.0810810810810811
ENSG00000225335.3	True	True	True	True	True	2.1105590062111803
ENSG00000239407.5	False	True	True	True	True	1.4414758269720103
ENSG00000228395.1	False	True	True	True	True	1.6782006920415224
ENSG00000234171.2	False	True	True	True	True	1.3084330078561413
ENSG00000237380.6	False	True	True	True	True	1.054368932255534
ENSG00000234362.5	False	True	True	True	True	1.0915542938254081
ENSG00000230943.1	False	True	True	True	True	1.4220183486238531
ENSG00000232995.7	False	True	True	True	True	2.510452961672474
